./model_files/skull.obj,1,1,240045,2998,1.01083
./model_files/skull.obj,1,1,240045,2998,0.990726
./model_files/skull.obj,1,1,240045,2998,1.03806
./model_files/skull.obj,1,1,240045,2998,0.998763
./model_files/skull.obj,1,1,240045,2998,1.03311
./model_files/skull.obj,1,1,240045,2998,0.982301
./model_files/skull.obj,1,1,240045,2998,1.01894
./model_files/skull.obj,1,1,240045,2998,1.02262
./model_files/skull.obj,1,1,240045,2998,1.02131
./model_files/skull.obj,1,1,240045,2998,1.02041
./model_files/skull.obj,1,2,298365,12147,1.14394
./model_files/skull.obj,1,2,298365,12147,1.14845
./model_files/skull.obj,1,2,298365,12147,1.13779
./model_files/skull.obj,1,2,298365,12147,1.14096
./model_files/skull.obj,1,2,298365,12147,1.13887
./model_files/skull.obj,1,2,298365,12147,1.14022
./model_files/skull.obj,1,2,298365,12147,1.157
./model_files/skull.obj,1,2,298365,12147,1.15577
./model_files/skull.obj,1,2,298365,12147,1.15634
./model_files/skull.obj,1,2,298365,12147,1.1561
./model_files/skull.obj,1,3,420819,26394,1.3822
./model_files/skull.obj,1,3,420819,26394,1.37452
./model_files/skull.obj,1,3,420819,26394,1.3774
./model_files/skull.obj,1,3,420819,26394,1.37856
./model_files/skull.obj,1,3,420819,26394,1.39027
./model_files/skull.obj,1,3,420819,26394,1.377
./model_files/skull.obj,1,3,420819,26394,1.38357
./model_files/skull.obj,1,3,420819,26394,1.3743
./model_files/skull.obj,1,3,420819,26394,1.37906
./model_files/skull.obj,1,3,420819,26394,1.38505
./model_files/skull.obj,1,4,753405,48655,1.97418
./model_files/skull.obj,1,4,753405,48655,1.95514
./model_files/skull.obj,1,4,753405,48655,1.95662
./model_files/skull.obj,1,4,753405,48655,1.95881
./model_files/skull.obj,1,4,753405,48655,1.95397
./model_files/skull.obj,1,4,753405,48655,1.95173
./model_files/skull.obj,1,4,753405,48655,1.95124
./model_files/skull.obj,1,4,753405,48655,1.86457
./model_files/skull.obj,1,4,753405,48655,1.97872
./model_files/skull.obj,1,4,753405,48655,1.96704
./model_files/skull.obj,1,5,1057299,75273,2.52707
./model_files/skull.obj,1,5,1057299,75273,2.53857
./model_files/skull.obj,1,5,1057299,75273,2.52784
./model_files/skull.obj,1,5,1057299,75273,2.53452
./model_files/skull.obj,1,5,1057299,75273,2.53287
./model_files/skull.obj,1,5,1057299,75273,2.53493
./model_files/skull.obj,1,5,1057299,75273,2.52293
./model_files/skull.obj,1,5,1057299,75273,2.52666
./model_files/skull.obj,1,5,1057299,75273,2.54177
./model_files/skull.obj,1,5,1057299,75273,2.53137
./model_files/skull.obj,1,6,1454883,107163,3.25044
./model_files/skull.obj,1,6,1454883,107163,3.23295
./model_files/skull.obj,1,6,1454883,107163,3.24534
./model_files/skull.obj,1,6,1454883,107163,3.06993
./model_files/skull.obj,1,6,1454883,107163,3.22151
./model_files/skull.obj,1,6,1454883,107163,3.21188
./model_files/skull.obj,1,6,1454883,107163,3.19624
./model_files/skull.obj,1,6,1454883,107163,3.18923
./model_files/skull.obj,1,6,1454883,107163,3.19107
./model_files/skull.obj,1,6,1454883,107163,3.23787
./model_files/skull.obj,1,7,2165001,148832,4.46027
./model_files/skull.obj,1,7,2165001,148832,4.44888
./model_files/skull.obj,1,7,2165001,148832,4.51714
./model_files/skull.obj,1,7,2165001,148832,4.30928
./model_files/skull.obj,1,7,2165001,148832,4.40415
./model_files/skull.obj,1,7,2165001,148832,4.53674
./model_files/skull.obj,1,7,2165001,148832,4.5117
./model_files/skull.obj,1,7,2165001,148832,4.47565
./model_files/skull.obj,1,7,2165001,148832,4.48389
./model_files/skull.obj,1,7,2165001,148832,4.31329
./model_files/skull.obj,1,8,2872401,196749,5.8323
./model_files/skull.obj,1,8,2872401,196749,5.81335
./model_files/skull.obj,1,8,2872401,196749,5.82759
./model_files/skull.obj,1,8,2872401,196749,5.8694
./model_files/skull.obj,1,8,2872401,196749,5.83782
./model_files/skull.obj,1,8,2872401,196749,5.83437
./model_files/skull.obj,1,8,2872401,196749,5.82213
./model_files/skull.obj,1,8,2872401,196749,5.76854
./model_files/skull.obj,1,8,2872401,196749,5.76785
./model_files/skull.obj,1,8,2872401,196749,5.78506
./model_files/skull.obj,1,9,3508548,247655,6.94852
./model_files/skull.obj,1,9,3508548,247655,6.96796
./model_files/skull.obj,1,9,3508548,247655,6.95332
./model_files/skull.obj,1,9,3508548,247655,6.94978
./model_files/skull.obj,1,9,3508548,247655,6.68804
./model_files/skull.obj,1,9,3508548,247655,6.97738
./model_files/skull.obj,1,9,3508548,247655,6.9566
./model_files/skull.obj,1,9,3508548,247655,6.63849
./model_files/skull.obj,1,9,3508548,247655,7.04145
./model_files/skull.obj,1,9,3508548,247655,7.0387
./model_files/skull.obj,1,10,4145127,303276,8.21448
./model_files/skull.obj,1,10,4145127,303276,8.20044
./model_files/skull.obj,1,10,4145127,303276,8.08223
./model_files/skull.obj,1,10,4145127,303276,7.93215
./model_files/skull.obj,1,10,4145127,303276,8.12561
./model_files/skull.obj,1,10,4145127,303276,8.1133
./model_files/skull.obj,1,10,4145127,303276,8.11524
./model_files/skull.obj,1,10,4145127,303276,8.11847
./model_files/skull.obj,1,10,4145127,303276,8.11959
./model_files/skull.obj,1,10,4145127,303276,8.12884
./model_files/skull.obj,1,11,4900047,364323,9.5696
./model_files/skull.obj,1,11,4900047,364323,9.54525
./model_files/skull.obj,1,11,4900047,364323,9.53369
./model_files/skull.obj,1,11,4900047,364323,9.51591
./model_files/skull.obj,1,11,4900047,364323,9.54115
./model_files/skull.obj,1,11,4900047,364323,9.52772
./model_files/skull.obj,1,11,4900047,364323,9.51435
./model_files/skull.obj,1,11,4900047,364323,9.53605
./model_files/skull.obj,1,11,4900047,364323,9.55106
./model_files/skull.obj,1,11,4900047,364323,9.5193
./model_files/skull.obj,1,12,5767386,431881,11.159
./model_files/skull.obj,1,12,5767386,431881,11.1432
./model_files/skull.obj,1,12,5767386,431881,11.1596
./model_files/skull.obj,1,12,5767386,431881,11.1875
./model_files/skull.obj,1,12,5767386,431881,11.1348
